dua_id,duaId,duaArabic,dua_ur,dua_en,duaReference_ur,duaReference_en,duaType_ur,duaType_en,duaTitle_ur,duaTitle_en,Dua_IRI
39,QuranicDua-38,رَبَّنَآ اِنَّنَا سَمِعْنَا مُنَادِیًا یُّنَادِیْ لِلْاِیْمَانِ اَنْ اٰمِنُوْا بِرَبِّكُمْ فَاٰمَنَّا  ۖ رَبَّنَا فَاغْفِرْلَنَا ذُنُوْبَنَا وَكَفِّرْ عَنَّا سَیِّاٰتِنَا وَتَوَفَّنَا مَعَ الْاَبْرَارِ,اے ہمارے رب! بے شک ہم نے ایک پکارنے والے کو سنا جو ایمان کے لیے پکار رہا تھا کہ اپنے رب پر ایمان لے آؤ، تو ہم ایمان لے آئے ،اے ہمارے رب ! پس ہمارے گناہوں سے درگزر فرما اور ہماری برائیاں ہم سے دور کر دے اور ہمیں نیک لوگوں کے ساتھ فوت کرنا,"Our Lord, indeed we have heard a caller calling to faith, [saying], 'Believe in your Lord,' and we have believed. Our Lord, so forgive us our sins and remove from us our misdeeds and cause us to die with the righteous.",( آلِ عمران : 193 ),( آلِ عمران : 193 ),قرآنى دعاء‎,Qurani Dua,ایمان کے وسیلے سے بخشش کی دعا,Seeking Forgiveness,
40,QuranicDua-39,رَبَّنَا وَاٰتِنَا مَا وَعَدْتَّنَا عَلَی رُسُلِكَ وَلَا تُخْزِنَا یَوْمَ الْقِيَامَةِ  ۗ اِنَّكَ لَا تُخْلِفُ الْمِیْعَادَ,اے ہمارے رب! اور ہمیں عطا فرما جس کا وعدہ تو نے اپنے رسولوں کے ذریعے کیا اور ہمیں قیامت کے دن رسوا نہ کرنا ،بے شک تو اپنے وعدے کے خلاف نہیں کرتا,"Our Lord, and grant us what You promised us through Your messengers and do not disgrace us on the Day of Resurrection. Indeed, You do not fail in [Your] promise.",( آلِ عمران : 194 ),( آلِ عمران : 194 ),قرآنى دعاء‎,Qurani Dua,آخرت کے دن کی رسوائی سے بچنے کی دعا مانگنا,Seeking Refuge from the Humiliation of the Hereafter,
41,QuranicDua-40,رَبَّنَا اصْرِفْ عَنَّاعَذَابَ جَهَنَّمَ  ۗ اِنَّ عَذَابَهَا كَانَ غَرَامًا ۝ اِنَّها سَاءَتْ  مُسْتَقَرًّا وَّ مُقَامًا ۝,اے ہمارے ر ب ! جہنم کے عذاب کو ہم سے پھیر لے ،بے شک اس کا عذاب توجان کو لاگو ہے بے شک وہ بہت برا ٹھکانہ اور مقام ہے,"Our Lord, avert from us the punishment of Hell. Indeed, its punishment is ever adhering. Indeed, it is evil as a settlement and residence.",( الفرقان : 66-65),( الفرقان : 66-65),قرآنى دعاء‎,Qurani Dua,جہنم کی ہولناکیوں سے بچنے کی دعا,Seeking Refuge from Hell,
42,QuranicDua-41,رَبَّنَا مَا خَلَقْتَ هٰذَا بَاطِلًا  ۚ سُبْحٰنَكَ فَقِنَا عَذَابَ النَّارِ ۝ رَبَّنَآ اِنَّكَ مَنْ تُدْخِلِ النَّارَ فَقَدْ اَخْزَیْتَهُ  ۖوَمَا لِلظَّالِمِينَ  مِنْ اَنْصَارٍ,اے ہمارے رب ! تو نے یہ (آسمان و زمین) بے مقصد پیدا نہیں کیا، تو پاک ہے پس ہمیں آگ کے عذاب سے بچا لے اے ہمارے رب !بے شک جسے تو نے آگ میں داخل کیا تو یقینا تو نے اسے رسوا کر دیا اور ظالموں کے لیے کوئی مددگار نہیں ہے,"Our Lord, You did not create this aimlessly; exalted are You [above such a thing]; then protect us from the punishment of the Fire. Our Lord, indeed whoever You admit to the Fire - You have disgraced him, and for the wrongdoers there are no helpers.",( آلِ عمران :192-191 ),( آلِ عمران :192-191 ),قرآنى دعاء‎,Qurani Dua,آگ کے عذاب سے بچنے کی دعا,Seeking Refuge from Hell,
43,QuranicDua-42,رَبَّنَا وَسِعْتَ كُلَّ شَیْئٍ رَّحْمَةً وَّعِلْمًا فَاغْفِرْ لِلَّذِیْنَ تَابُوْا وَاتَّبَعُوْا سَبِیْلَكَ وَقِهِمْ عَذَابَ الْجَحِیْمِ ۝ رَبَّنَا وَاَدْخِلهُمْ جَنّاتِ عَدْنٍ الَّتِیْ وَعَدْتَّهُمْ وَمَنْ صَلَحَ مِنْ اٰبَآئِهِمْ وَاَزْوَاجِهِمْ وَذُرِّيَّاتِهِمْ  ۗ اِنَّكَ اَنْتَ الْعَزِیْزُ الْحَكِیْمُ,اے ہمارے رب! تو نے ہر چیز کو اپنی رحمت اور علم سے گھیر رکھا ہے پس تو بخش دے انھیں جو توبہ کریں اور تیری راہ کی پیروی کریں اور انہیں جہنم کے عذاب سے بچا لےاے ہمارے رب! اور انہیں ہمیشہ رہنے والی جنتوں میں داخل کرجن کا تو نے ان سے وعدہ کیا ہے اور ان کے باپ دادا اور بیویوں اور اولادوں میں سے بھی ان سب کو جو نیک ہوں، بے شک تو غالب اور حکمت والا ہے,"Our Lord, You have encompassed all things in mercy and knowledge, so forgive those who have repented and followed Your way and protect them from the punishment of Hellfire. Our Lord, and admit them to gardens of perpetual residence which You have promised them and whoever was righteous among their fathers, their spouses and their offspring. Indeed, it is You who is the Exalted in Might, the Wise.",( المؤمن : 7-8 ),( المؤمن : 7-8 ),قرآنى دعاء‎,Qurani Dua,اہل ایمان کے لیے بخشش کی دعا,Asking for Forgiveness for the Believers,
44,QuranicDua-43,رَبَّنَا لَا تُؤَاخِذْنَآ اِنْ نَّسِيْنَآ اَوْ اَخْطَاْنَا ۚرَبَّنَا وَلَا تَحْمِلْ عَلَيْنَآ اِصْرًا كَمَا حَمَلْتَهُ عَلَی الَّذِيْنَ مِنْ قَبْلِنَا ۚ رَبَّنَا وَلَا تُحَمِّلْنَا مَالَا طَاقَةَ لَنَا بِهِ  ۖ وَاعْفُ عَنَّا وَاغفِرْلَنَا وَارْحَمْنَا ۚ اَنْتَ مَوْلَانَا فَانْصُرْنَا عَلَی الْقَوْمِ الْكَافِرِيْنَ ۝,اے ہمارے ر ب! ہمارا مُوَاخذہ نہ کرنا اگر ہم بھول جائیں یا ہم غلطی کر لیں اور اے ہمارے رب ہم پر وہ بوجھ نہ ڈال جو تو نے ہم سے پہلے لوگوں پر ڈالا تھا، اے ہمارے رب! ہم پر وہ بوجھ نہ ڈال جسے اٹھانے کی ہم میں طاقت نہیں اور ہمیں معاف کر دے اور ہمیں بخش دے اور ہم پر رحم فرما، تو ہی ہمارا مولیٰ ہے ، پس کافر قوم کے مقابلے میں ہماری مدد فرما,"Our Lord, do not impose blame upon us if we have forgotten or erred. Our Lord, and lay not upon us a burden like that which You laid upon those before us. Our Lord, and burden us not with that which we have no ability to bear. And pardon us; and forgive us; and have mercy upon us. You are our protector, so give us victory over the disbelieving people.",( البقرة : 286 ),( البقرة : 286 ),قرآنى دعاء‎,Qurani Dua,بھول چوک میں کیے جانے والے گناہوں کی معافی طلب کرنا,Seeking Forgiveness for Sins committed in Ignorance,
45,QuranicDua-44,اَعُوْذُ بِاللهِ اَنْ اَكُوْنَ مِنَ الْجَاهِلِیْنَ,میں اللہ کی پناہ چاہتا ہوں کہ میں جاہلوں میں سے ہو جاؤں,I seek refuge in Allah from being among the ignorant.,( البقرة :67  ),( البقرة :67  ),قرآنى دعاء‎,Qurani Dua,جہالت کا رویہ اختیار کرنے سے پناہ طلب کرنا,Seeking Refuge from Adapting Ignorant Attitude,
46,QuranicDua-45,اِنَّمَآ اَشْكُوْا بَثِّیْ وَحُزْنِیْ  اِلَی اللهِ,بے شک میں اپنی بے قراری اور اپنے غم کا شکوہ اللہ سے کرتا ہوں,I only complain of my suffering and my grief to Allah .,( یوسف: 86 ),( یوسف: 86 ),قرآنى دعاء‎,Qurani Dua,اپنے غم اور حزن کا مداوا اللہ سے چاہنا,Complaining to Allah of Suffering and Grief,
47,QuranicDua-46,اَنِّیْ مَسَّنِیَ الضُّرُّ وَاَنْتَ اَرْحَمُ الرّٰحِمِیْنَ,(اے رب! ) بے شک مجھے تکلیف پہنچی ہے اور تو رحم کرنے والوں میں سب سے بڑھ کر رحم کرنے والا ہے,"Indeed, adversity has touched me, and you are the most merciful of the merciful.",( الأنبیاء : 83 ),( الأنبیاء : 83 ),قرآنى دعاء‎,Qurani Dua,اللہ کی رحمت طلب کرنا,Seeking Allah's Mercy,
48,QuranicDua-47,لَآ اِلَهَ اِلَّآ اَنْتَ سُبْحانَكَ  اِنِّیْ كُنْتُ مِنَ الظَّالِمِيْنَ,تیرے سوا کوئی معبود نہیں ہے،پاک ہے تو، بے شک میں ظالموں میں سے ہوں,"There is no deity except You; exalted are You. Indeed, I have been of the wrongdoers.",( الأنبیاء : 87 ),( الأنبیاء : 87 ),قرآنى دعاء‎,Qurani Dua,گناہوں کا اعتراف اور تسبیح بیان کرنا,Acknowledging one's Sins and Glorifying Allah,
49,QuranicDua-48,حَسْبِیَ اللهُ لَآ اِلَهَ  اِلَّا هُوَ  عَلَیْهِ تَوَكَّلْتُ وَهُوَ رَبُّ الْعَرْشِ الْعَظِیْمِ,میرے لیے اللہ کافی ہے اس کے سوا کوئی معبود نہیں، اسی پر میں نے بھروسہ کیا اور وہ عرش ِعظیم کا رب ہے,"Sufficient for me is Allah ; there is no deity except Him. On Him I have relied, and He is the Lord of the Great Throne.",( التوبة : 129 ),( التوبة : 129 ),قرآنى دعاء‎,Qurani Dua,اللہ پر توکل کرنا,"Asking Allah, the Rabb of the Throne",
50,QuranicDua-49,فَاطِرَ السَّمَاوَاتِ وَالْاَرْضِ اَنْتَ وَلِیّ فِی الدُّنْیَا وَالْاٰخِرَةِ تَوَفَّنِیْ مُسْلِمًا وَّاَلْحِقْنِیْ بِالصَّالِحِیْنَ,اے آسمانوں اور زمین کے پیدا کرنے والے! تو ہی دنیا اور آخرت میں میرا ولی ہے، تو مجھے اسلام کی حالت میں فوت کرنا اور مجھے نیک لوگوں کے ساتھ ملانا,"Creator of the heavens and earth, You are my protector in this world and in the Hereafter. Cause me to die a Muslim and join me with the righteous.",( یوسف : 101 ),( یوسف : 101 ),قرآنى دعاء‎,Qurani Dua,اسلام کی حالت میں فوت ہونے کی دعا,Dua for Dying As a Muslim,
51,QuranicDua-50,اَللّٰهُمَّ مَالِكَ الْمُلْكِ تُؤْتِی الْمُلْكَ مَنْ تَشَآءُ وَتَنْزِعُ الْمُلْكَ مِمَّنْ تَشَآءُ وَتُعِزُّ مَنْ تَشَآءُ وَتُذِلُّ مَنْ تَشَآءُ بِیَدِكَ الْخَیْرُ  ۖ  اِنَّكَ عَلَي كُلِّ شَیْئٍ قَدِیْر ۝ تُوْلِجُ الَّیْلَ فِی النَّهَارِ وَتُوْلِجُ النَّهَارَ فِی الَّيْلِ  وَتُخْرِجُ الْحَیَّ مِنَ الْمَیِّتِ وَتُخْرِجُ الْمَیِّتَ مِنَ الْحَیِّ وَتَرْزُقُ مَنْ تَشَآءُ بِغَیْرِ حِسَابٍ ۝,اے اللہ بادشاہت کے مالک! تو جسے چاہتا ہے بادشاہت دیتا ہے اور جس سے چاہتا ہے بادشاہت چھین لیتا ہے اور تو جسے چاہتا ہے عزت دیتا ہے اور جسے چاہتا ہے ذلت دیتا ہے ،تیرے ہاتھ میں ہر بھلائی ہے، بے شک تو ہر چیز پر قادر ہے تو رات کو دن میں داخل کرتا ہے اور دن کو رات میں داخل کرتا ہے اور تو زندہ کو مردہ سے نکالتا ہے اور تو مردہ کو زندہ سے نکالتا ہے اور تو جسے چاہتا ہے بے حساب رزق دیتا ہے,"O Allah, Owner of Sovereignty, You give sovereignty to whom You will and You take sovereignty away from whom You will. You honor whom You will and You humble whom You will. In Your hand is [all] good. Indeed, You are over all things competent. You cause the night to enter the day, and You cause the day to enter the night; and You bring the living out of the dead, and You bring the dead out of the living. And You give provision to whom You will without account.",( آلِ عمران:27-26 ),( آلِ عمران:27-26 ),قرآنى دعاء‎,Qurani Dua,اللہ تعالیٰ سے خیر کا سوال کرنا,"Seeking Goodness from Allah, the King",
60,MasnoonDua-08,اَللّٰهُمَّ فَقِّهْنِیْ فِی الدِّيْنِ,اے اللہ! مجھے دین کی سمجھ عطا فرما,O Allah! Grant me the understanding of Deen.,( صحیح البخا ری،کتاب الوضوئ، باب وضع الماء عند الخلاء : 143),( صحیح البخا ری،کتاب الوضوئ، باب وضع الماء عند الخلاء : 143),مسنون دعاء,Masnoon Dua,دین میں سمجھ بوجھ کا سوال کرنا,Dua for Understanding Religion,<http://www.i-knex.com/ontology/hadith#SB-HD143>
61,MasnoonDua-09,اَللّٰهُمَّ حَاسِبْنِیْ حِسَابًا  يَّسِيْرًا,اے اللہ! مجھ سے آسان حساب لینا,O Allah! Take from me an easy reckoning.,( مسند احمد ، ج : 40، ص : 260، حدیث : 24215 ) صحیح,( مسند احمد ، ج : 40، ص : 260، حدیث : 24215 ) صحیح,مسنون دعاء,Masnoon Dua,آسان حساب کی دعا کرنا,Dua for Easy Reckoning,
62,MasnoonDua-10,اَللّٰهُمَّ اِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّیْ,اے اللہ! بے شک تو معاف کرنے وال اہے، معاف کرنے کو پسند کرتا ہے، پس مجھے معاف کر دے,O Allah! Indeed You are the One Who forgives; You love to forgive so forgive me.,( سنن الترمذی، کتاب الدعوات ،[با ب فی فضل سؤال العا فیة] :3513 ) صحیح,( سنن الترمذی، کتاب الدعوات ،[با ب فی فضل سؤال العا فیة] :3513 ) صحیح,مسنون دعاء,Masnoon Dua,شب قدر میں مانگی جانے والی دعا,Dua for Laylatul Qadr,
63,MasnoonDua-11,(اَللّٰهُمَّ) یَا مُقَلِّبَ الْقُلُوْبِ ثَبِّتْ قَلْبِیْ عَلَی دِيْنِكَ,(اے اللہ) اے دلوں کو پھیرنے والے میرے دل کو اپنے دین پر ثابت رکھ ,(O Allah!) O one who turns the hearts make my heart steadfast upon Your Deen.,( سنن الترمذی، کتاب الدعوات ،[دعا :یا مقلب القلوب…] : 3522 ) صحیح,( سنن الترمذی، کتاب الدعوات ،[دعا :یا مقلب القلوب…] : 3522 ) صحیح,مسنون دعاء,Masnoon Dua,دین پر ثابت قدمی کی دعا,Dua for Steadfastness on Religion,
